title,original_language,release_date,popularity,vote_count,vote_average,budget,revenue,runtime,adult,genre_names,rating_group
Strange Invaders,en,1983-09-16,7.777,53,5,0,1362303,92,FALSE,"Horror, Mystery, Science Fiction",low
DeepStar Six,en,1989-01-13,7.769,208,5.5,8000000,8143225,105,FALSE,"Action, Horror, Science Fiction, Thriller",low
"The Beast from 20,000 Fathoms",en,1953-06-13,7.758,142,6.7,210000,5000000,80,FALSE,"Drama, Horror, Science Fiction",high
The Reflecting Skin,en,1990-08-28,7.733,146,6.7,0,17042,95,FALSE,"Drama, Horror, Thriller",high
Teddy,fr,2020-09-05,7.728,70,6.3,0,142027,89,FALSE,"Comedy, Drama, Horror",high
Vamp,en,1986-07-18,7.719,121,6,3300000,4941117,93,FALSE,"Comedy, Horror",low
The Guardian,en,1990-04-27,7.704,138,5.7,0,17037887,92,FALSE,"Drama, Horror, Mystery, Thriller",low
Bad Dreams,en,1988-04-08,7.696,79,5.7,4000000,9797098,86,FALSE,"Horror, Thriller",low
Buried Alive,en,2007-02-07,7.688,96,4.6,0,1558939,94,FALSE,"Action, Adventure, Horror, Thriller",low
Joshua,en,2007-01-21,7.661,220,5.6,0,719968,105,FALSE,"Drama, Horror, Thriller",low
Highway to Hell,en,1991-11-21,7.654,81,6,9000000,26055,94,FALSE,"Action, Comedy, Fantasy, Horror",low
Dead Heat,en,1988-05-06,7.59,140,6.1,5000000,3588626,86,FALSE,"Action, Horror, Science Fiction, Thriller",high
The Vigil,en,2020-07-01,7.586,276,5.7,0,742476,88,FALSE,"Horror, Mystery, Thriller",low
Link,en,1986-02-26,7.574,75,6.3,0,1720450,103,FALSE,"Horror, Thriller",high
The Haunting of Molly Hartley,en,2008-10-31,7.556,132,4.4,0,15,82,FALSE,"Drama, Horror",low
Freaked,en,1993-09-11,7.553,113,6,13000000,29296,80,FALSE,"Comedy, Horror, Science Fiction",low
The Lure,pl,2015-12-25,7.543,192,6.3,1300000,102986,93,FALSE,"Fantasy, Horror, Music",high
The Sentinel,en,1977-01-07,7.53,142,6,0,3,92,FALSE,"Drama, Horror, Mystery",low
The Night Listener,en,2006-02-12,7.529,208,5.6,0,10639686,91,FALSE,"Drama, Horror, Thriller",low
The Believers,en,1987-06-09,7.507,121,6,0,18753438,114,FALSE,"Crime, Drama, Horror, Mystery, Thriller",low
The Horror Show,en,1989-04-28,7.471,109,5.3,0,1738897,95,FALSE,"Horror, Thriller",low
Reincarnation,ja,2005-10-26,7.399,114,5.9,0,4664641,96,FALSE,Horror,low
Roadgames,en,1981-02-27,7.397,117,6.5,1750000,100000,101,FALSE,"Horror, Mystery, Thriller",high
One Missed Call 2,ja,2005-02-05,7.395,97,5.9,0,12334036,105,FALSE,"Horror, Mystery, Thriller",low
Midnight Lace,en,1960-10-13,7.39,91,6.7,0,7400000,110,FALSE,"Drama, Horror, Mystery, Thriller",high
The Haunted Palace,en,1963-08-28,7.389,121,6.6,0,2616000,87,FALSE,Horror,high
The Pale Door,en,2020-08-21,7.383,65,5.6,0,21200,96,FALSE,"Horror, Western",low
Kingdom of the Spiders,en,1977-08-24,7.361,90,5.6,500000,17000000,97,FALSE,"Horror, Science Fiction",low
Kaboom,en,2010-10-06,7.361,255,5.7,0,635162,86,FALSE,"Comedy, Drama, Horror, Mystery, Romance, Science Fiction, Thriller",low
The Last Circus,es,2010-12-17,7.349,336,6.6,7000000,3604598,101,FALSE,"Adventure, Comedy, Drama, Horror, Thriller",high
Phantasm II,en,1988-07-08,7.347,257,6.3,3000000,7282851,97,FALSE,"Action, Horror, Science Fiction, Thriller",high
The Moth Diaries,en,2011-09-06,7.328,117,5.5,0,3838,85,FALSE,Horror,low
976-EVIL,en,1988-12-09,7.324,89,5.1,0,2955917,92,FALSE,Horror,low
Wolfen,en,1981-07-24,7.283,166,5.9,17000000,10626725,115,FALSE,"Horror, Mystery",low
ABCs of Death 2,en,2014-10-02,7.283,240,5.3,0,7171,125,FALSE,Horror,low
Trash Humpers,en,2009-09-12,7.266,89,5.2,0,24998,78,FALSE,"Drama, Horror",low
Strangeland,en,1998-10-02,7.256,99,4.7,1100000,631221,86,FALSE,Horror,low
Final Exam,en,1981-06-05,7.194,77,4.9,374000,3000000,90,FALSE,Horror,low
Wrecked,en,2010-04-01,7.177,286,5.3,0,8020,86,FALSE,"Horror, Mystery, Thriller",low
The Hole,en,2001-04-20,7.168,682,6.2,0,7819851,102,FALSE,"Crime, Drama, Horror, Thriller",high
White Dog,en,1982-07-07,7.163,206,6.7,8000000,46509,90,FALSE,"Drama, Horror",high
1974: The Possession of Altair,es,2018-06-01,7.151,21,5.7,0,200362,82,FALSE,"Horror, Mystery, Science Fiction",low
Captivity,en,2007-03-09,7.116,354,4.9,17000000,10921200,96,FALSE,"Crime, Horror, Thriller",low
Quiet Comes the Dawn,ru,2019-01-31,7.112,43,6.5,0,1028949,98,FALSE,"Horror, Thriller",high
Alone,th,2007-03-28,7.091,164,7,0,9559978,90,FALSE,"Drama, Horror, Mystery",high
Parasite,en,1982-03-12,7.085,43,4.8,800000,7000000,85,FALSE,"Horror, Science Fiction",low
Prison,en,1988-03-04,7.081,92,5.9,4000000,354704,102,FALSE,"Crime, Horror, Thriller",low
Hannibal Rising,en,2007-02-06,7.051,1848,6.2,50000000,82169884,121,FALSE,"Crime, Drama, Horror, Thriller",high
Eyes of Laura Mars,en,1978-08-02,7.017,154,5.8,7000000,20000000,104,FALSE,"Drama, Horror, Mystery, Thriller",low
In My Skin,fr,2002-12-04,6.993,104,6,0,31046,93,FALSE,"Drama, Horror",low
"I, Madman",en,1989-01-01,6.993,71,5.9,0,151203,89,FALSE,"Horror, Thriller",low
The Ninth,ru,2019-11-07,6.993,93,6.7,7000000,958558,99,FALSE,"Crime, Horror, Mystery, Thriller",high
ATM,en,2012-02-17,6.951,486,5,3000000,921752,91,FALSE,"Horror, Thriller",low
Willard,en,2003-03-14,6.905,254,6.1,22000000,8564586,100,FALSE,"Drama, Horror, Thriller",high
The Zombie Diaries,en,2006-10-29,6.905,62,4.4,9300,2000000,81,FALSE,"Action, Horror, Thriller",low
Pee Mak,th,2013-03-28,6.88,99,7.2,1800000,33000000,111,FALSE,"Comedy, Horror, Romance",high
The Premature Burial,en,1962-03-07,6.849,90,6.3,0,1250000,81,FALSE,"Drama, Horror, Mystery, Thriller",high
The Slumber Party Massacre,en,1982-11-12,6.831,233,5.6,220000,3600000,77,FALSE,Horror,low
Gamera 2: Attack of Legion,ja,1996-07-12,6.813,87,7.6,0,14000000,99,FALSE,"Drama, Fantasy, Horror, Science Fiction",high
Resident Evil: Retribution,en,2012-09-12,6.804,3422,5.8,65000000,240159255,95,FALSE,"Action, Horror, Science Fiction",low
This Island Earth,en,1955-06-01,6.78,165,5.9,800000,1700000,87,FALSE,"Adventure, Horror, Science Fiction",low
Theatre of Blood,en,1973-03-16,6.744,165,6.8,0,1000000,104,FALSE,"Comedy, Drama, Horror",high
Shortcut,en,2020-09-25,6.728,79,5.8,1400000,769563,80,FALSE,"Adventure, Fantasy, Horror",low
Encounter of the Spooky Kind,cn,1980-12-24,6.726,62,6.5,0,731753,102,FALSE,"Action, Comedy, Fantasy, Horror",high
Terror in the Aisles,en,1984-10-26,6.67,29,6.3,0,8316206,84,FALSE,"Documentary, Horror",high
It Came from Outer Space,en,1953-06-05,6.642,154,6.4,800000,1600000,81,FALSE,"Horror, Science Fiction",high
Cold Prey III,no,2010-10-15,6.629,118,5.9,0,2439448,95,FALSE,Horror,low
Romasanta: The Werewolf Hunt,en,2004-05-13,6.611,71,5.1,4500000,432671,90,FALSE,"Action, Horror",low
Love at First Bite,en,1979-04-26,6.548,76,6,0,43885000,96,FALSE,"Comedy, Horror, Romance",low
The Beast Within,en,1982-02-12,6.545,79,5.5,0,7742572,98,FALSE,Horror,low
Dream Home,cn,2010-04-25,6.532,113,6.5,0,378600,96,FALSE,Horror,high
My Name Is Bruce,en,2007-10-01,6.494,268,5.9,1500000,173066,86,FALSE,"Comedy, Fantasy, Horror",low
The Boat,en,2019-02-22,6.489,88,5.3,5000000,98559,89,FALSE,"Horror, Mystery, Thriller",low
Popcorn,en,1991-02-01,6.484,86,5.6,0,4205000,91,FALSE,"Comedy, Horror",low
Eden Log,fr,2007-12-26,6.464,125,4.9,0,157350,98,FALSE,"Action, Adventure, Drama, Horror, Science Fiction, Thriller",low
The First Power,en,1990-04-06,6.447,59,5.7,10000000,22424195,98,FALSE,"Crime, Horror, Thriller",low
Haunted Honeymoon,en,1986-07-25,6.441,125,5.4,13000000,8033397,82,FALSE,"Comedy, Drama, Horror, Music, Mystery",low
Voice,ko,2005-07-15,6.402,68,6.8,0,2041000,104,FALSE,"Horror, Mystery",high
Cut Off,de,2018-10-11,6.398,182,6.6,0,1228051,132,FALSE,"Crime, Horror, Mystery, Thriller",high
Hidden 3D,en,2011-04-21,6.357,50,3.1,8000000,1670477,82,FALSE,"Horror, Thriller",low
Silent Rage,en,1982-04-02,6.355,126,6,4500000,10500000,103,FALSE,"Action, Horror, Romance, Science Fiction",low
Followed,en,2020-06-19,6.34,65,6.4,0,548608,96,FALSE,"Horror, Mystery, Thriller",high
Yakuza Apocalypse,ja,2015-05-21,6.336,135,5.9,0,12756,115,FALSE,"Action, Horror",low
Red Dragon,en,2002-10-02,6.313,3538,7,78000000,209196298,124,FALSE,"Horror, Thriller",high
Visiting Hours,en,1982-05-21,6.27,77,5.6,0,13258670,105,FALSE,"Horror, Thriller",low
Rottweiler,en,2004-12-01,6.201,41,3.5,0,270402,95,FALSE,"Action, Horror, Science Fiction",low
Man's Best Friend,en,1993-11-19,6.19,85,5.5,6000000,12974636,97,FALSE,"Comedy, Horror, Science Fiction, Thriller",low
Atrocious,es,2015-10-28,6.148,53,5.9,7000,74,79,FALSE,Horror,low
The Strange Color of Your Body's Tears,fr,2013-08-12,6.146,108,6.3,0,7182,102,FALSE,"Horror, Thriller",high
Beneath the Darkness,en,2012-01-06,6.126,122,4.8,7300000,23998,96,FALSE,"Horror, Thriller",low
The Card Player,it,2004-01-02,6.125,184,4.4,2600000,3368452,103,FALSE,"Horror, Mystery, Thriller",low
The Pit and the Pendulum,en,1961-08-12,6.122,249,6.9,200000,2000000,80,FALSE,"Horror, Mystery, Thriller",high
100 Bloody Acres,en,2012-08-04,6.115,108,5.8,0,6388,91,FALSE,"Comedy, Horror",low
Spellbinder,en,1988-09-23,6.049,54,6.1,0,1938049,99,FALSE,"Horror, Mystery, Thriller",high
Dylan Dog: Dead of Night,en,2011-03-16,6.031,431,4.7,20000000,4634062,107,FALSE,"Action, Comedy, Horror, Mystery, Science Fiction, Thriller",low
The Dunwich Horror,en,1970-01-14,6.026,74,5.4,0,446400,88,FALSE,Horror,low
Scanners II: The New Order,en,1991-06-28,6.02,96,4.9,0,14225876,104,FALSE,"Action, Horror, Science Fiction",low
The Night,fa,2021-04-29,6.016,55,5.7,0,25570,105,FALSE,"Horror, Mystery",low
Big Bad Wolves,he,2013-04-21,5.848,301,6.6,0,33232,106,FALSE,"Comedy, Crime, Horror, Thriller",high
The Last Broadcast,en,1998-10-23,5.837,80,5.1,900,12097,86,FALSE,"Horror, Mystery",low
Jakob's Wife,en,2021-04-16,5.837,77,6.1,0,30000,98,FALSE,"Horror, Thriller",high
The Island,en,1980-06-13,5.824,64,5.2,22000000,15700000,114,FALSE,"Action, Adventure, Horror, Mystery, Thriller",low
Abbott and Costello Meet Dr. Jekyll and Mr. Hyde,en,1953-08-01,5.817,57,6.6,724805,1200000,76,FALSE,"Comedy, Horror, Science Fiction",high
Baghead,en,2008-01-21,5.808,77,5.8,0,140106,84,FALSE,"Comedy, Drama, Horror, Romance",low
Creature,en,2011-09-09,5.798,71,5.2,3000000,533235,93,FALSE,Horror,low
Incident at Loch Ness,en,2004-12-17,5.784,67,5.8,1400000,37493,94,FALSE,"Adventure, Comedy, Horror",low
Death Machine,en,1994-12-23,5.76,85,5.7,0,1422749,117,FALSE,"Action, Horror, Science Fiction, Thriller",low
A Blood Pledge,ko,2009-06-18,5.731,42,5.4,125000,3470000,88,FALSE,"Drama, Horror, Mystery",low
