"title","original_language","release_date","popularity","vote_count","vote_average","budget","revenue","runtime","adult","genre_names","high_rating"
"Malpertuis","nl",1971-01-01,2.529,22,6.1,0,0,125,FALSE,"Drama, Fantasy, Horror",TRUE
"Sound of Violence","en",2021-05-21,2.529,14,5.6,0,0,94,FALSE,"Crime, Horror, Thriller",TRUE
"Elfie Hopkins","en",2012-04-20,2.528,24,5,0,0,85,FALSE,"Horror, Thriller",FALSE
"Billy Club","en",2013-10-01,2.528,12,4.6,0,0,94,FALSE,"Comedy, Horror",FALSE
"The Butterfly Murders","cn",1979-07-20,2.527,23,6.5,0,0,88,FALSE,"Action, Fantasy, Horror, Mystery, Thriller",TRUE
"Judas Ghost","en",2015-04-01,2.527,14,4.7,3e+05,0,75,FALSE,"Fantasy, Horror",FALSE
"Class of Nuke 'Em High 3: The Good, the Bad and the Subhumanoid","en",1994-10-20,2.526,25,4,0,0,102,FALSE,"Action, Comedy, Horror, Science Fiction",FALSE
"Chiller","en",1985-05-22,2.525,21,3.9,0,0,104,FALSE,"Horror, Science Fiction, Thriller, TV Movie",FALSE
"The Hollow One","en",2015-05-01,2.525,13,4.5,0,0,97,FALSE,"Horror, Science Fiction, Thriller",FALSE
"Sweet River","en",2020-12-05,2.524,18,5.9,0,0,102,FALSE,"Horror, Mystery",TRUE
"The Zombie King","en",2013-04-25,2.523,14,4.9,0,0,85,FALSE,"Comedy, Horror",FALSE
"Die in One Day","en",2017-10-30,2.523,33,3.6,0,0,78,FALSE,"Horror, Thriller",FALSE
"Dark Breed","en",1996-01-01,2.521,13,5,0,0,104,FALSE,"Action, Horror, Science Fiction, Thriller",FALSE
"The Vineyard","en",1989-07-01,2.52,20,4.8,0,0,95,FALSE,"Horror, Science Fiction",FALSE
"Fist of Jesus","en",2012-10-12,2.52,47,7.2,0,0,15,FALSE,"Action, Comedy, Horror",TRUE
"Hallows' Eve","en",2013-10-01,2.52,12,3.7,3e+05,0,78,FALSE,"Horror",FALSE
"Evil Bong: High 5","en",2016-04-20,2.52,12,3.1,0,0,70,FALSE,"Comedy, Horror",FALSE
"The Hug","en",2018-10-01,2.518,16,6.5,0,0,5,FALSE,"Horror, Science Fiction",TRUE
"Phantom Racer","en",2009-08-22,2.517,17,5.2,0,0,86,FALSE,"Action, Horror, Thriller",FALSE
"Seclusion","en",2015-10-23,2.517,12,4.4,0,0,92,FALSE,"Horror, Mystery, Thriller",FALSE
"Slices of Life","en",2010-10-23,2.516,12,3.2,0,0,107,FALSE,"Horror, Science Fiction, Thriller",FALSE
"Harlequin","en",1980-03-28,2.513,28,6.8,0,0,95,FALSE,"Drama, Fantasy, Horror, Mystery",TRUE
"Hillside Cannibals","en",2006-03-28,2.513,13,2.7,6e+05,0,83,FALSE,"Horror",FALSE
"Invasion of the Saucer-Men","en",1957-06-01,2.512,29,4.9,0,0,69,FALSE,"Comedy, Horror, Science Fiction",FALSE
"Bloodrunners","en",2017-03-03,2.512,17,5.1,450000,0,100,FALSE,"Crime, Horror",FALSE
"Valley of Ditches","en",2017-03-21,2.51,13,4.8,0,0,77,FALSE,"Crime, Drama, Horror, Mystery, Thriller",FALSE
"The Seed","en",2021-10-05,2.507,18,4.2,0,0,91,FALSE,"Horror, Science Fiction",FALSE
"Dark and Stormy Night","en",2009-10-10,2.504,15,6.2,0,0,93,FALSE,"Comedy, Horror, Mystery, Thriller",TRUE
"Gingerclown","en",2013-05-09,2.504,22,3.1,0,0,83,FALSE,"Comedy, Horror",FALSE
"The Majorettes","en",1986-10-27,2.503,28,5.2,85000,0,92,FALSE,"Action, Crime, Horror, Mystery",FALSE
"Alien: Night Shift","en",2019-03-15,2.503,31,6.6,35000,0,9,FALSE,"Horror, Science Fiction",TRUE
"A Stranger Is Watching","en",1982-10-28,2.502,13,4.7,0,0,92,FALSE,"Drama, Horror, Thriller",FALSE
"Underground","es",2011-01-01,2.502,20,4.6,0,0,83,FALSE,"Horror",FALSE
"Daddy's Little Girl","en",2014-01-01,2.502,44,6.5,0,0,126,FALSE,"Horror, Thriller",TRUE
"The Brain Eaters","en",1958-09-01,2.501,32,4.8,0,0,61,FALSE,"Horror, Science Fiction",FALSE
"All the Gods in the Sky","fr",2019-05-15,2.501,21,6,0,0,98,FALSE,"Drama, Horror",TRUE
"Alien Terminator","en",1996-10-09,2.5,18,4.3,0,0,80,FALSE,"Horror, Science Fiction",FALSE
"Apprentice to Murder","en",1988-02-26,2.499,18,4.8,0,466369,97,FALSE,"Horror, Mystery",FALSE
"Live Animals","en",2008-01-01,2.498,18,3.4,50000,0,84,FALSE,"Horror, Thriller",FALSE
"The Dead One","en",2007-01-01,2.498,14,4.7,1e+06,0,90,FALSE,"Horror, Romance, Thriller",FALSE
"Jolly Roger: Massacre at Cutter's Cove","en",2005-05-31,2.498,11,3.2,5e+05,0,80,FALSE,"Action, Horror",FALSE
"Flaming Creatures","en",1963-04-29,2.496,41,4.8,300,0,45,FALSE,"Comedy, Fantasy, Horror",FALSE
"Plan 9","en",2015-02-18,2.496,20,4.2,0,0,102,FALSE,"Horror, Science Fiction",FALSE
"Wraith","en",2017-04-05,2.496,13,5.2,0,0,99,FALSE,"Horror, Mystery, Thriller",FALSE
"A Near Death Experience","en",2008-01-06,2.495,15,5.1,0,0,89,FALSE,"Drama, Horror, Mystery, TV Movie",FALSE
"The Emeryville Experiments","en",2016-08-06,2.495,19,3.5,1e+06,0,83,FALSE,"Horror, Thriller",FALSE
"Monster on the Campus","en",1958-12-17,2.494,35,6.3,0,0,77,FALSE,"Horror, Science Fiction",TRUE
"Dark Rising","en",2007-10-30,2.493,14,4.2,0,0,92,FALSE,"Action, Adventure, Comedy, Fantasy, Horror",FALSE
"Deadly Intent","en",2016-04-11,2.493,14,4.2,0,0,82,FALSE,"Drama, Horror, Thriller",FALSE
"The Road Builder","en",1971-02-25,2.491,16,6.2,0,0,97,FALSE,"Drama, Horror, Thriller",TRUE
"The Sickhouse","en",2008-03-18,2.49,18,4.2,4e+06,0,100,FALSE,"Horror",FALSE
"The Unborn Child","th",2011-03-10,2.488,11,3.9,0,0,95,FALSE,"Horror, Thriller",FALSE
"I Am Fear","en",2020-03-03,2.488,11,5,0,0,87,FALSE,"Horror, Thriller",FALSE
"Warriors of Terra","en",2006-01-01,2.486,13,3.4,0,0,90,FALSE,"Horror, Science Fiction",FALSE
"When Michael Calls","en",1972-02-05,2.486,12,5.6,0,0,73,FALSE,"Horror, Thriller, TV Movie",TRUE
"Hashima Project","th",2013-10-31,2.486,16,5.3,0,0,121,FALSE,"Horror, Thriller",FALSE
"Whistle and I'll Come to You","en",2010-12-24,2.485,15,5.7,0,0,52,FALSE,"Horror, TV Movie",TRUE
"The Curse of Hobbes House","en",2020-06-26,2.485,16,6.4,0,0,83,FALSE,"Horror, Thriller",TRUE
"Psycho Cop Returns","en",1993-11-08,2.484,27,5.1,0,0,85,FALSE,"Horror",FALSE
"Pale Blood","en",1990-10-01,2.484,17,4.9,0,0,93,FALSE,"Horror, Thriller",FALSE
"The Dead Undead","en",2010-05-13,2.484,12,3.6,0,0,90,FALSE,"Action, Horror, Science Fiction",FALSE
"The Clown at Midnight","en",1998-01-01,2.484,28,4.5,12,0,91,FALSE,"Horror, Thriller",FALSE
"The Hand","cs",1965-01-01,2.484,55,7.3,0,0,18,FALSE,"Animation, Horror",TRUE
"Simon, King of the Witches","en",1971-04-02,2.483,14,5.6,0,0,99,FALSE,"Comedy, Drama, Horror",TRUE
"Animal Among Us","en",2019-05-11,2.481,14,4,0,0,89,FALSE,"Horror, Thriller",FALSE
"Thralls","en",2005-01-01,2.48,25,5,1e+06,0,95,FALSE,"Horror",FALSE
"The Legend of Sleepy Hollow","en",1980-10-31,2.48,12,6.8,0,0,104,FALSE,"Comedy, Horror, TV Movie",TRUE
"Ghost Ship","en",1952-10-01,2.479,14,5.3,0,0,75,FALSE,"Horror, Thriller",FALSE
"Killers","en",1996-12-31,2.478,15,5.2,1e+05,0,87,FALSE,"Action, Horror, Thriller",FALSE
"The Candidate","en",2011-08-24,2.478,12,7.5,0,0,19,FALSE,"Drama, Horror, Mystery, Science Fiction, Thriller",TRUE
"Close Calls","en",2017-08-21,2.478,13,4.5,350000,0,128,FALSE,"Horror",FALSE
"Wake Up","en",2019-01-19,2.478,26,4.1,0,0,78,FALSE,"Horror, Thriller",FALSE
"Rest in Pieces","es",1987-08-10,2.477,18,4.3,0,0,90,FALSE,"Horror",FALSE
"All the Kind Strangers","en",1974-11-12,2.477,15,6.1,0,0,73,FALSE,"Horror, Thriller, TV Movie",TRUE
"The Secret of Evil","es",2014-09-18,2.477,41,7,3e+05,0,78,FALSE,"Horror, Mystery, Thriller",TRUE
"Lo","en",2009-07-01,2.473,31,6.4,0,0,82,FALSE,"Comedy, Horror, Romance",TRUE
"Stray","ru",2019-11-28,2.473,17,4.2,0,0,90,FALSE,"Drama, Horror, Thriller",FALSE
"Children's Play","fr",2001-06-19,2.472,23,4.8,0,0,85,FALSE,"Drama, Fantasy, Horror, Mystery, Thriller",FALSE
"Darker than Night","en",2018-10-28,2.472,15,5.3,0,0,82,FALSE,"Horror, Thriller",FALSE
"The German Chainsaw Massacre","de",1990-11-29,2.471,18,3.9,0,0,63,FALSE,"Comedy, Horror, Thriller",FALSE
"I Eat Your Skin","en",1971-10-29,2.471,14,3.4,0,0,84,FALSE,"Horror",FALSE
"Mortal Remains","en",2013-10-13,2.471,11,6,0,0,94,FALSE,"Horror, Mystery, Thriller",TRUE
"Fear House","en",2008-01-01,2.47,13,3.5,0,0,85,FALSE,"Horror",FALSE
"A Cadaver Christmas","en",2011-04-02,2.469,24,5.3,0,0,85,FALSE,"Comedy, Horror",FALSE
"Demons Never Die","en",2011-10-27,2.468,26,4.6,2e+06,0,93,FALSE,"Horror",FALSE
"D@bbe","tr",2006-02-09,2.467,22,3.5,5e+05,0,111,FALSE,"Horror, Thriller",FALSE
"House of Whipcord","en",1974-04-19,2.467,34,6.2,0,0,102,FALSE,"Horror",TRUE
"Rift","is",2017-02-04,2.467,25,6,0,0,111,FALSE,"Drama, Horror, Mystery",TRUE
"Blood of the Vampire","en",1958-08-25,2.463,23,6.1,0,0,87,FALSE,"Horror, Science Fiction",TRUE
"Bigfoot","en",1970-10-21,2.463,16,3.1,0,0,84,FALSE,"Horror, Science Fiction, Thriller",FALSE
"Curandero","en",2005-10-18,2.463,12,5.3,0,0,92,FALSE,"Horror",FALSE
"Ritual","en",2013-12-31,2.462,13,5.1,0,0,90,FALSE,"Horror",FALSE
"The Laughing Dead","en",1989-01-01,2.459,11,3,0,0,93,FALSE,"Horror",FALSE
"The Birch","en",2016-06-14,2.456,53,6.8,0,0,4,FALSE,"Fantasy, Horror",TRUE
"Blood Feast 2: All U Can Eat","en",2002-03-31,2.455,26,4.9,0,0,99,FALSE,"Comedy, Horror",FALSE
"Beyond Evil","en",1980-05-01,2.453,25,3.8,0,0,94,FALSE,"Horror",FALSE
"Dawn of the Mummy","en",1981-12-11,2.452,21,3.6,5e+05,0,93,FALSE,"Horror",FALSE
"Shaolin vs. Evil Dead","zh",2004-09-05,2.452,13,4.5,0,0,94,FALSE,"Action, Horror",FALSE
"The Ascent","en",2019-10-17,2.451,14,4.9,0,0,103,FALSE,"Action, Horror, Science Fiction",FALSE
"The Oily Maniac","zh",1976-09-18,2.45,21,5.3,0,0,84,FALSE,"Horror",FALSE
"Bilocation","ja",2013-10-21,2.45,20,7,0,0,119,FALSE,"Horror",TRUE
"Killer Unicorn","en",2018-10-06,2.45,11,5.8,0,0,74,FALSE,"Horror",TRUE
"The Refrigerator","en",1991-01-11,2.449,20,3.9,0,0,86,FALSE,"Comedy, Fantasy, Horror",FALSE
"Mercury","ta",2018-04-13,2.449,15,6.7,0,0,109,FALSE,"Horror, Thriller",TRUE
"Red Hook","en",2009-10-03,2.448,11,3.3,0,0,85,FALSE,"Comedy, Drama, Horror, Thriller",FALSE
"Act of Vengeance","en",1974-01-02,2.447,25,6.4,0,0,90,FALSE,"Crime, Drama, Horror",TRUE
"Don't Look","en",2018-04-07,2.447,11,3.4,0,0,71,FALSE,"Horror",FALSE
"Onechanbara: Bikini Samurai Squad","ja",2008-04-26,2.441,28,4.6,0,0,85,FALSE,"Action, Horror",FALSE
"The Incredible 2-Headed Transplant","en",1971-04-28,2.441,27,3.4,0,0,87,FALSE,"Horror, Science Fiction",FALSE
"The Suffering","en",2016-07-29,2.439,17,5.1,0,0,104,FALSE,"Horror, Mystery, Thriller",FALSE
"Lake Alice","en",2018-07-18,2.438,19,3.8,0,0,80,FALSE,"Horror",FALSE
"The Crying Dead","en",2011-10-31,2.435,12,4.2,0,0,0,FALSE,"Adventure, Horror, Thriller",FALSE
"Greatful Dead","ja",2013-12-31,2.435,26,5.9,0,0,97,FALSE,"Comedy, Drama, Horror, Thriller",TRUE
"The Beast with a Million Eyes","en",1955-06-15,2.434,27,3.9,23000,0,78,FALSE,"Horror, Science Fiction",FALSE
"Headhunter","en",1988-01-01,2.434,12,4.3,0,0,92,FALSE,"Horror, Thriller",FALSE
"Frankenstein Meets the Space Monster","en",1965-09-22,2.433,21,4.4,60000,0,79,FALSE,"Horror, Science Fiction",FALSE
"Formula for a Murder","it",1985-08-10,2.433,17,5.3,0,0,96,FALSE,"Horror, Thriller",FALSE
"The Last Slumber Party","en",1987-08-13,2.433,12,3,0,0,71,FALSE,"Horror",FALSE
"Hard Labor","pt",2011-06-09,2.433,29,6.4,0,0,99,FALSE,"Drama, Horror",TRUE
"Disciples of the Crow","en",1983-05-10,2.432,14,5,0,0,30,FALSE,"Horror",FALSE
"Reed's Point","en",2022-04-12,2.432,16,4.6,0,0,77,FALSE,"Horror",FALSE
"Eternal Evil","en",1985-01-04,2.431,17,4.6,0,0,85,FALSE,"Horror, Science Fiction",FALSE
"Nightmare Weekend","en",1984-04-01,2.43,20,3.5,0,0,86,FALSE,"Horror, Science Fiction",FALSE
"Perfect Skin","en",2019-01-26,2.429,11,5.3,0,0,110,FALSE,"Horror, Thriller",FALSE
"Cold & Dark","en",2005-03-31,2.428,18,3.5,0,0,94,FALSE,"Action, Crime, Horror, Thriller",FALSE
"Flexing with Monty","en",2010-01-05,2.427,13,3.5,0,0,90,FALSE,"Comedy, Drama, Horror",FALSE
"Sabretooth","fr",2002-11-26,2.425,18,5.1,0,0,90,FALSE,"Horror, Science Fiction",FALSE
"Memorial Valley Massacre","en",1988-01-01,2.424,23,4,0,0,93,FALSE,"Horror, Thriller",FALSE
"The Rift","en",2016-04-28,2.424,32,3.5,0,0,90,FALSE,"Horror, Science Fiction, Thriller",FALSE
"The Stranglers of Bombay","en",1959-12-04,2.423,19,6.4,0,0,80,FALSE,"Action, Adventure, History, Horror",TRUE
"The Werewolf of Washington","en",1973-10-01,2.422,20,3.7,0,0,90,FALSE,"Horror",FALSE
"The House","no",2016-10-26,2.42,17,5.5,0,0,90,FALSE,"Horror, Thriller",TRUE
"Prank","en",2013-06-18,2.419,24,4.6,0,0,82,FALSE,"Crime, Horror",FALSE
"Always Be with You","cn",2017-10-26,2.416,19,6.1,0,0,98,FALSE,"Horror, Mystery",TRUE
"Apt","ko",2006-07-06,2.414,39,6,0,0,90,FALSE,"Horror",TRUE
"Metamorphosis","en",1990-08-07,2.414,21,4.4,0,0,96,FALSE,"Horror, Science Fiction",FALSE
"Deadtime Stories 2","en",2011-09-20,2.413,16,3.8,0,0,77,FALSE,"Horror",FALSE
"The Last Lovecraft: Relic of Cthulhu","en",2009-10-03,2.412,27,5.6,0,0,78,FALSE,"Adventure, Comedy, Horror",TRUE
"The Secret of Sinchanee","en",2021-10-08,2.412,26,6.4,0,0,115,FALSE,"Horror",TRUE
"The Flesh and Blood Show","en",1972-10-01,2.411,24,5.7,0,0,93,FALSE,"Horror, Thriller",TRUE
"The Night Watchman","es",2016-07-29,2.411,15,4.9,0,0,95,FALSE,"Drama, Horror, Thriller",FALSE
"Rockabilly Zombie Weekend","en",2013-05-19,2.41,11,6,0,0,88,FALSE,"Horror",TRUE
"Blood Curse","pt",2006-02-24,2.408,24,6,0,0,97,FALSE,"Horror, Mystery",TRUE
"Nightmare","en",1964-02-28,2.405,45,6.9,0,0,83,FALSE,"Horror, Mystery, Thriller",TRUE
"Family","en",2006-11-03,2.403,31,6.9,0,0,58,FALSE,"Horror, TV Movie",TRUE
"The 6th Friend","en",2016-10-07,2.402,17,4.8,0,0,85,FALSE,"Horror",FALSE
"Demonwarp","en",1988-03-01,2.401,12,4,0,0,91,FALSE,"Horror, Science Fiction",FALSE
"X Moor","en",2014-08-25,2.401,14,4.1,0,0,76,FALSE,"Horror, Thriller",FALSE
"Monster a Go-Go","en",1965-07-01,2.398,33,1.9,75000,0,70,FALSE,"Horror, Science Fiction",FALSE
"Alone","hi",2015-01-16,2.397,24,5.2,0,0,133,FALSE,"Horror",FALSE
"Ferozz: The Wild Red Riding Hood","es",2010-12-04,2.395,14,5.7,150000,0,79,FALSE,"Fantasy, Horror",TRUE
"Occupants","en",2015-12-14,2.395,17,6.3,0,0,81,FALSE,"Horror, Science Fiction, Thriller",TRUE
"Witchcraft","en",1964-03-01,2.391,21,7,0,0,79,FALSE,"Horror",TRUE
"Hideout","en",2021-11-09,2.39,12,5.4,0,0,114,FALSE,"Crime, Horror",TRUE
"Spring Break Massacre","en",2008-04-01,2.388,18,3.9,70000,0,81,FALSE,"Horror",FALSE
"SuicideGirls Must Die!","en",2010-03-12,2.387,17,3.8,0,0,96,FALSE,"Horror",FALSE
"Chopper Chicks in Zombietown","en",1989-04-05,2.386,18,4.3,0,0,86,FALSE,"Comedy, Horror",FALSE
"The Devil's Mercy","en",2008-01-01,2.386,11,3.8,0,0,90,FALSE,"Horror, Thriller",FALSE
"Curse of the Blind Dead","en",2019-10-31,2.385,12,4.5,0,0,87,FALSE,"Horror",FALSE
"Make-Out with Violence","en",2008-04-12,2.382,20,4.6,150000,0,105,FALSE,"Comedy, Fantasy, Horror, Romance",FALSE
"Tormented","ja",2011-08-16,2.381,21,5,0,0,83,FALSE,"Horror",FALSE
"Private Number","en",2015-05-01,2.381,28,4.2,0,0,95,FALSE,"Horror, Mystery, Thriller",FALSE
"Flashback","de",2000-04-06,2.38,19,4.7,0,0,95,FALSE,"Horror",FALSE
"Our Evil","pt",2019-03-14,2.38,34,5.6,0,0,92,FALSE,"Drama, Horror, Thriller",TRUE
"Hanger","en",2009-11-17,2.379,11,3.4,0,0,90,FALSE,"Horror",FALSE
"Clearcut","en",1991-09-10,2.379,17,7.1,0,0,100,FALSE,"Drama, Horror, Thriller",TRUE
"Black Dahlia","en",2006-10-10,2.379,18,3.3,0,0,81,FALSE,"Horror",FALSE
"Jack the Reaper","de",2011-01-01,2.378,18,5,0,0,88,FALSE,"Horror",FALSE
"Shadowzone","en",1990-02-22,2.376,19,4.9,0,0,88,FALSE,"Horror, Science Fiction",FALSE
"Crypt of the Vampire","it",1964-05-27,2.376,15,4.7,0,0,82,FALSE,"Horror",FALSE
"The Young Cannibals","en",2019-10-01,2.376,23,6.9,0,0,100,FALSE,"Horror, Thriller",TRUE
"The Last Resort","en",2009-08-11,2.375,19,4.5,0,0,75,FALSE,"Horror, Thriller",FALSE
"Demonte Colony","ta",2015-05-22,2.374,18,7.4,0,0,116,FALSE,"Comedy, Horror",TRUE
"Zombie Women of Satan","en",2009-01-01,2.373,13,4.2,0,0,85,FALSE,"Horror",FALSE
"Return To Salem's Cove","en",2017-10-20,2.373,26,6.6,0,0,120,FALSE,"Horror",TRUE
"Needlestick","en",2017-02-21,2.371,13,3.2,0,0,85,FALSE,"Horror, Thriller",FALSE
"Atakan. The Bloody Legend","ru",2020-08-13,2.369,43,6.4,0,10759,81,FALSE,"Horror",TRUE
"The Witchmaker","en",1969-05-01,2.368,12,5.9,0,0,99,FALSE,"Horror, Mystery",TRUE
"Beverly Hills Vamp","en",1989-06-28,2.366,11,3.6,0,0,88,FALSE,"Comedy, Horror",FALSE
"Blood Trails","de",2006-04-20,2.365,27,4.4,0,0,87,FALSE,"Horror",FALSE
"Taeter City","en",2012-09-15,2.363,24,4.7,0,0,72,FALSE,"Action, Horror, Science Fiction, Thriller",FALSE
"Freeze Me","ja",2000-05-27,2.362,34,5.9,0,0,101,FALSE,"Drama, Horror, Thriller",TRUE
"H6: Diary of a Serial Killer","es",2005-01-01,2.362,19,4.8,0,0,92,FALSE,"Horror, Thriller",FALSE
"Parasitic","en",2012-06-26,2.362,17,3,0,0,79,FALSE,"Horror, Science Fiction",FALSE
"The Evictors","en",1979-04-17,2.362,22,6.7,0,0,92,FALSE,"Crime, Drama, Horror, Thriller",TRUE
"The Hypnosis","ko",2021-03-24,2.362,18,7.2,0,0,85,FALSE,"Horror, Thriller",TRUE
"The Nesting","en",1981-05-01,2.361,30,5.3,0,0,104,FALSE,"Horror, Mystery",FALSE
"Bloody Mary","en",2011-12-01,2.361,13,3.1,0,0,82,FALSE,"Horror",FALSE
"The Brain from Planet Arous","en",1957-10-01,2.36,28,5.1,0,0,71,FALSE,"Horror, Science Fiction, Thriller",FALSE
"Spiderhole","en",2010-10-29,2.36,18,4.1,0,0,82,FALSE,"Horror",FALSE
"Sacred Flesh","en",2000-01-01,2.36,14,3.1,1850000,0,75,FALSE,"Drama, Horror",FALSE
"Sebastian's Voodoo","en",2008-06-07,2.359,45,6.5,2000,0,4,FALSE,"Animation, Horror",TRUE
"Blood Sabbath","en",1972-01-01,2.358,16,3.8,0,0,86,FALSE,"Fantasy, Horror, Romance",FALSE
"The Swamp of the Ravens","es",1974-04-29,2.358,11,4.9,0,0,87,FALSE,"Horror",FALSE
"9-9-81","th",2012-09-13,2.358,26,6.7,0,0,92,FALSE,"Drama, Horror, Thriller",TRUE
"iMurders","en",2008-08-09,2.356,15,3.6,0,0,98,FALSE,"Drama, Horror, Mystery, Thriller",FALSE
"RangiTaranga","kn",2015-07-03,2.356,17,7.5,490000,5e+06,149,FALSE,"Horror, Mystery, Thriller",TRUE
"Children of the Night","en",1991-09-06,2.352,29,4.5,0,0,92,FALSE,"Horror",FALSE
"Recovery","en",2019-06-04,2.352,14,4.1,0,0,87,FALSE,"Horror",FALSE
"Don't Look Down","en",1998-10-28,2.351,13,4.5,0,0,90,FALSE,"Horror, Thriller, TV Movie",FALSE
"Ninjas vs. Vampires","en",2010-10-29,2.351,12,4.8,15000,0,89,FALSE,"Action, Comedy, Horror, Thriller",FALSE
"Devil May Call","en",2013-03-29,2.351,13,5.8,0,0,84,FALSE,"Horror",TRUE
"Transylvania Twist","en",1989-10-01,2.35,14,5.1,0,0,90,FALSE,"Comedy, Fantasy, Horror",FALSE
"The Mooring","en",2013-02-01,2.349,17,4.6,0,0,0,FALSE,"Horror, Thriller",FALSE
"Wax","en",2014-05-30,2.349,23,5.4,0,0,88,FALSE,"Horror",TRUE
"Horror of the Blood Monsters","en",1970-02-01,2.347,27,3.2,0,0,85,FALSE,"Action, Horror, Science Fiction",FALSE
"Basement Jack","en",2009-01-01,2.345,15,4.3,1e+06,0,0,FALSE,"Horror",FALSE
"Re-Elected","en",2020-07-04,2.345,23,6,0,0,82,FALSE,"Comedy, Horror",TRUE
"Frankenthumb","en",2002-09-24,2.344,14,5.8,0,0,32,FALSE,"Comedy, Drama, Horror, Science Fiction",TRUE
"The Messenger","en",2015-07-16,2.344,20,4.8,0,0,95,FALSE,"Drama, Horror, Mystery",FALSE
"Rubber's Lover","ja",1996-09-28,2.343,27,6.7,0,0,91,FALSE,"Horror, Science Fiction",TRUE
"The Black Cat","en",2007-01-19,2.342,27,6.1,0,0,58,FALSE,"Horror, TV Movie",TRUE
"Gonger","de",2008-09-11,2.341,22,5.6,0,0,0,FALSE,"Drama, Horror",TRUE
"Black Magic 2","zh",1976-12-09,2.336,11,5.4,0,0,89,FALSE,"Horror",TRUE
"The Crescent","en",2018-08-10,2.335,17,5.4,0,0,99,FALSE,"Horror, Mystery",TRUE
"The Strangler","en",1964-04-01,2.334,16,6.3,0,0,89,FALSE,"Horror",TRUE
"Cannibal","fr",2010-10-01,2.334,13,4.8,0,0,90,FALSE,"Horror, Romance, Thriller",FALSE
"Servants of Twilight","en",1991-05-01,2.332,15,5,0,0,95,FALSE,"Horror, Thriller",FALSE
"Psychic Killer","en",1975-12-01,2.328,16,5.5,0,0,89,FALSE,"Horror, Thriller",TRUE
"Death Do Us Part","en",2014-04-15,2.324,18,3.6,0,0,89,FALSE,"Horror, Thriller",FALSE
"Automatic","en",1995-04-08,2.323,17,4.9,0,0,90,FALSE,"Action, Horror, Science Fiction, Thriller",FALSE
"The Dead and the Damned","en",2011-07-26,2.322,18,3.2,30000,0,82,FALSE,"Horror, Western",FALSE
"Bloody Murder","en",2000-09-12,2.321,23,4,0,0,88,FALSE,"Horror, Thriller",FALSE
"Prey","en",1977-10-05,2.32,23,5.3,0,0,85,FALSE,"Horror, Science Fiction",FALSE
"1921","hi",2018-01-12,2.32,12,6,0,0,144,FALSE,"Horror, Thriller",TRUE
"Musallat","tr",2007-11-16,2.318,19,5.4,0,1500000,95,FALSE,"Horror",TRUE
"Cupid","en",2020-02-11,2.317,11,3.8,0,0,83,FALSE,"Horror",FALSE
"Stag Night of the Dead","en",2010-10-31,2.314,16,3.2,0,0,81,FALSE,"Comedy, Horror",FALSE
"Fear Itself","en",2015-10-18,2.314,15,6.2,0,0,88,FALSE,"Documentary, Horror, Mystery",TRUE
"Winterskin","en",2018-11-10,2.314,14,4.3,0,0,84,FALSE,"Action, Fantasy, Horror, Mystery, Thriller",FALSE
"The H-Man","ja",1958-06-24,2.313,22,6.3,0,0,87,FALSE,"Horror, Science Fiction",TRUE
"Brutal","en",2007-07-10,2.312,15,4.1,0,0,91,FALSE,"Crime, Horror, Mystery",FALSE
"Stormhouse","en",2011-06-15,2.311,21,3.4,0,0,88,FALSE,"Horror, Thriller",FALSE
"Curse of the Wolf","en",2006-01-01,2.31,12,4.3,0,0,105,FALSE,"Action, Comedy, Horror",FALSE
"The Dark","en",1979-04-27,2.309,25,4.6,0,0,92,FALSE,"Horror, Science Fiction",FALSE
"The 8th Plague","en",2006-09-04,2.308,15,4.5,0,0,95,FALSE,"Action, Horror",FALSE
"Vampires: Brighter in Darkness","en",2011-01-07,2.308,13,4.6,0,0,122,FALSE,"Horror, Romance",FALSE
"Schizo","en",1976-11-11,2.307,22,5.5,0,0,109,FALSE,"Drama, Horror, Mystery, Thriller",TRUE
"One Way Trip","en",2011-09-22,2.306,17,5,0,1105114,86,FALSE,"Horror",FALSE
"Blink","en",2022-03-13,2.303,14,8.1,0,0,10,FALSE,"Horror",TRUE
"The Tomb of Dracula","ja",1980-08-19,2.301,12,4,0,0,91,FALSE,"Animation, Drama, Horror, TV Movie",FALSE
"Mom","en",1991-06-19,2.3,13,4.8,0,0,95,FALSE,"Comedy, Horror",FALSE
"Killing Ariel","en",2008-02-29,2.299,16,4.9,1500000,0,86,FALSE,"Horror, Thriller",FALSE
"Hell High","en",1989-05-12,2.298,23,4.8,0,0,84,FALSE,"Horror",FALSE
"We Still Say Grace","en",2020-12-11,2.298,28,6.2,0,0,94,FALSE,"Horror, Thriller",TRUE
"Dreamland","en",2007-02-27,2.296,12,3.4,0,0,77,FALSE,"Horror, Mystery, Science Fiction",FALSE
"The Devil's Dozen","en",2013-02-01,2.296,13,4.3,0,0,87,FALSE,"Horror, Thriller",FALSE
"True Fiction","en",2019-05-24,2.293,18,4.9,0,0,97,FALSE,"Horror, Thriller",FALSE
"Mad Doctor of Blood Island","en",1969-09-18,2.292,16,4,0,0,89,FALSE,"Adventure, Horror, Science Fiction",FALSE
"Mirror Mirror 2: Raven Dance","en",1994-05-25,2.291,11,3.3,0,0,91,FALSE,"Horror",FALSE
